param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11,param_12,param_13,param_14,param_15,param_16,param_17,param_18,param_19,k,ID
0.05498,1.74545,0.00525,1.89701,1.50961,1.60093,0.53212,1.34735,1.31361,1.27392,1.27544,0.44088,0.0362,0.94134,0.05094,1e-05,2.32854,1.45839,0.00927,0.01208,264
0.13041,1.89736,0.00989,1.99066,1.65198,0.99406,1.27121,1.55138,2.04078,1.69129,1.4083,0.47204,0.26895,0.76776,0.0065,0.00026,2.35848,1.9324,0.00738,0.01217,265
0.0517,2.06014,0.00403,1.78155,1.29087,1.01024,1.60454,2.08367,2.28712,1.21781,1.16582,0.48302,0.0193,0.76594,0.00116,4e-05,1.63084,0.75968,0.01211,0.00502,266
0.06498,1.79597,0.03053,1.85387,1.47388,1.56936,0.99759,1.10392,1.6935,1.9565,1.3809,0.39102,0.00124,1.06432,0.11665,2e-05,1.85205,2.17537,0.0519,0.02772,267
0.38691,1.52467,0.00335,2.01305,1.33023,1.65722,0.47483,2.68483,2.23271,0.95001,1.17588,0.49054,0.04828,0.76609,0.01208,0.00021,2.16274,0.68723,0.00721,0.02441,268
0.08254,1.12021,0.00037,1.79847,1.02996,1.93093,0.0388,2.16318,2.49594,1.43107,1.38293,0.38882,0.00012,0.81339,2e-05,1e-05,2.07033,2.33209,0.00456,0.02736,269
0.14379,1.7921,0.01365,1.69145,1.26034,1.10261,1.46512,2.47497,2.43823,1.4043,1.19928,0.47602,0.0422,0.76194,0.0007,5e-05,1.59084,0.89223,0.01416,0.02246,270
0.32969,1.90428,0.05653,2.11578,1.66049,1.84881,0.43777,1.65178,1.17258,1.12769,1.41134,0.39506,0.02448,0.91337,0.0366,0.00016,2.06508,0.73484,0.00294,0.03699,271
0.24288,1.20099,0.4478,1.86222,1.1712,1.285,0.30908,2.06893,1.98737,1.6465,1.04556,0.52157,0.00561,0.65046,0.00033,0.00018,1.73713,2.13215,0.0698,0.03204,272
0.14319,2.02532,0.20564,2.45063,1.5602,1.28747,0.77919,2.27762,2.185,0.99457,1.09769,0.51849,0.0256,0.72491,0.00101,0.00526,2.28998,0.84388,0.00114,0.00975,273
0.10041,2.00336,0.0002,1.89179,1.68772,1.86914,0.45164,1.7811,1.64007,1.57601,1.01007,0.55032,0.0015,0.65741,4e-05,0.00591,2.28672,1.65232,0.05064,0.00692,274
0.17124,0.96119,0.03494,1.97148,1.02428,1.15029,0.1526,1.96422,1.90228,1.04078,1.69169,0.40511,0.27448,0.84889,0.01244,3e-05,2.20439,1.76293,0.00071,0.06819,275
0.10409,1.61392,0.00493,1.9384,0.98076,1.48532,0.78463,1.24557,1.5565,1.18271,1.24695,0.4797,0.02241,1.00825,0.06543,0.0029,1.46501,1.23382,0.00756,0.03884,276
0.0585,1.4689,0.05593,1.64534,0.90354,1.75988,0.82899,1.86853,2.24485,1.86217,0.94675,0.5817,0.01955,0.58936,0.00772,0.00462,1.34242,2.12651,0.08798,0.0284,277
0.10201,1.859,0.41122,2.40394,1.58846,0.83177,0.81864,2.38039,2.03348,1.09616,1.14827,0.49457,0.02486,0.74092,0.00226,3e-05,2.0638,0.83239,0.03228,0.03213,278
0.16962,1.22183,0.00799,1.47049,0.98331,0.4492,0.98339,1.72731,1.73581,1.20232,1.21177,0.47094,0.00473,0.97783,0.06177,0.00153,1.4255,1.24234,0.00281,0.05931,279
0.1755,1.62381,0.13516,1.49949,0.98165,1.52114,0.77298,0.45752,0.83658,1.57584,0.91969,0.58631,0.01013,0.53205,0.00199,0.00081,1.24032,1.88749,0.10384,0.00519,280
0.19268,1.73048,0.63385,1.82496,0.92041,1.88097,0.97435,1.76539,1.92918,2.10786,0.74628,0.67109,0.01718,0.5327,0.01056,0.0746,0.76507,2.03956,0.04856,0.01593,281
0.08274,1.12359,0.0659,1.27107,0.76875,1.78028,0.16904,2.05182,1.631,0.96322,1.42329,0.52377,0.22961,0.61185,0.00076,0.00043,1.31829,1.00205,0.08689,0.00877,282
0.13709,1.56105,0.0015,1.93527,1.35404,2.09871,0.00146,2.00381,1.06156,0.77357,1.51964,0.45105,0.11963,0.78168,0.00472,0.00097,2.13111,0.3741,0.01736,0.03472,283
0.10342,0.96039,0.3863,1.95594,0.73755,1.08025,0.52902,1.77466,2.35806,1.09564,1.61967,0.37881,0.10298,0.49397,0.00178,2e-05,1.67367,2.00552,0.12883,0.04608,284
0.1663,0.84105,0.02972,1.79838,0.96327,1.78119,0.10958,1.42702,1.88299,1.4297,1.52145,0.32582,0.01193,0.64132,9e-05,0.00246,2.23254,2.53442,0.0836,0.05327,285
0.05543,1.9798,0.01612,2.22074,0.96977,0.89813,1.27747,1.77304,2.3903,0.73393,1.14468,0.52962,0.00808,0.73704,0.00102,0.001,1.5606,0.78933,0.0052,0.01245,286
0.15634,2.15425,0.00287,1.87831,1.61565,1.61339,1.04424,2.31682,1.9866,1.49894,1.15254,0.56291,0.00459,0.73613,0.02287,0.00023,1.93704,1.07834,0.07822,0.01902,287
0.11819,1.51625,0.00591,1.74052,1.39436,1.73427,0.82345,1.9541,2.12006,1.32874,1.79989,0.31898,0.13638,0.88321,0.00481,0.00112,2.2618,1.44407,0.00082,0.00525,288
0.17523,1.59629,0.00132,1.85365,1.09477,2.0941,0.27923,1.69238,1.15424,1.09356,1.30099,0.44937,0.01523,0.83872,0.00479,0.00035,1.48382,0.77316,0.00502,0.04958,289
0.28173,1.96362,0.26924,2.26279,1.42774,1.62783,0.50867,2.1658,1.59329,1.17758,0.96777,0.53777,0.00171,0.69993,0.02029,0.00046,1.66072,0.74311,0.02932,0.03626,290
0.22704,1.65927,0.12016,2.07685,1.26492,1.70011,0.4941,1.48628,1.31551,1.27246,1.2618,0.46124,0.11342,0.75186,0.00695,0.00216,1.75659,1.19497,0.00526,0.04328,291
0.07545,1.74807,0.00121,1.86491,1.19324,2.14104,0.85667,1.53457,1.77592,1.79448,1.42021,0.52216,0.21743,0.73514,6e-05,0.0,1.6033,1.75555,0.04009,0.03777,292
0.18455,1.79684,0.00101,1.87198,1.69042,0.89267,1.1101,2.34933,2.01361,1.56144,1.33021,0.44406,0.03331,0.85458,0.001,0.00172,2.17545,1.219,0.00041,0.04601,293
0.0965,1.64806,0.00807,1.99335,1.45504,1.84486,0.05776,2.89372,2.2154,1.02483,1.13864,0.50382,0.0554,0.69942,8e-05,0.00075,2.34642,0.96341,0.035,0.01543,294
0.23644,1.80465,0.01269,1.83618,1.46553,0.83471,1.464,2.52629,2.25568,1.64272,1.1871,0.47663,0.00324,0.76245,0.00146,0.0,1.54824,0.80074,0.01322,0.06468,295
0.08545,2.12254,0.02278,2.10232,1.65172,2.04716,1.30361,1.28755,1.82169,1.89985,1.51151,0.34184,9e-05,0.78843,0.00041,0.00046,2.15043,1.74466,0.00015,0.02877,296
0.07818,2.0318,0.07088,1.75803,1.32372,1.38706,1.32375,1.49742,1.82436,1.87954,0.98664,0.65726,0.21989,0.54078,0.00413,0.00045,1.57892,1.91381,0.11722,0.00902,297
0.2613,1.02855,0.01655,1.10447,1.03731,0.28304,0.78518,1.4708,1.50447,1.22971,1.06269,0.52479,0.02425,0.7049,0.00301,0.00079,1.63667,1.79438,0.04579,0.00596,298
0.22736,2.33283,0.01062,1.8733,1.50222,1.61516,1.19425,1.34626,1.44163,1.51912,1.03789,0.57534,0.09486,0.59827,0.00096,0.0,1.63451,1.18249,0.06841,0.006,299
0.12147,1.52355,0.02565,2.09945,1.19255,0.53368,1.23587,1.49008,2.24618,1.44278,1.18612,0.50667,0.00834,0.80652,0.01085,0.00023,1.8145,1.79485,0.00091,0.06641,300
0.05898,1.27991,0.03512,2.26964,1.00584,0.8475,0.53619,2.04679,2.23652,0.88073,1.32314,0.42969,0.02856,0.82548,0.01272,0.00022,2.09606,1.39761,0.00726,0.06595,301
0.05224,2.41728,0.02144,2.47881,1.51081,1.77769,1.29712,1.94227,2.293,1.29899,1.28131,0.42789,0.00095,1.31154,0.187,0.00093,2.01743,0.94246,0.03397,0.01803,302
0.11345,1.8412,0.35758,2.35185,1.61764,1.04106,0.81271,2.3312,1.87594,1.22185,1.64612,0.41549,0.25807,0.8388,0.00441,0.00073,1.88386,0.71633,0.00875,0.05081,303
0.05378,1.93987,0.02843,2.2324,1.71401,2.21042,0.14601,2.14462,1.87493,1.80488,0.99834,0.5621,0.0209,0.66275,0.00046,0.01911,2.52814,2.1187,0.03942,0.02368,304
0.17164,1.7208,0.0127,2.08271,1.612,1.02287,0.29297,1.15485,0.80097,0.89582,1.09423,0.52871,0.00731,0.70605,0.0,0.00145,2.4598,1.05731,0.02934,0.03273,305
0.18691,2.1561,0.00237,1.95527,1.54236,1.05179,1.70495,1.55705,2.01521,1.78525,1.08148,0.5575,0.00012,0.76332,0.01516,4e-05,1.77354,1.48862,0.01484,0.0296,306
0.07746,1.32011,0.00475,1.97828,1.36574,0.97726,0.37579,1.92514,2.11687,1.18468,1.13847,0.48818,0.00035,0.81694,0.0259,0.00073,2.63687,1.98168,0.01394,0.01176,307
0.14944,1.49105,0.31014,2.27245,0.85498,1.18029,0.79088,1.38047,1.9805,1.18152,0.97481,0.52265,0.00583,0.7559,0.02341,0.00022,1.40335,1.50517,0.01485,0.03185,308
0.14783,2.02261,0.00037,1.97585,1.08268,0.9639,1.57247,2.26094,2.40366,1.05842,1.11781,0.51281,0.03065,0.72656,0.00093,0.0058,1.23029,0.38754,0.01136,0.03888,309
0.291,1.75621,0.00337,1.96717,1.48483,1.25658,0.7989,1.30008,1.44532,1.23915,1.32715,0.45868,0.13398,0.79154,0.01444,6e-05,2.15615,1.34083,0.00973,0.01491,310
0.19986,1.26815,0.0047,1.71058,1.23285,1.16186,0.32185,1.63359,1.55474,1.21407,1.06791,0.51048,0.02473,0.69407,0.00024,0.00343,2.16114,1.75851,0.02599,0.02456,311
0.05548,1.57644,0.00803,1.83588,1.32097,1.88927,0.19185,1.49863,1.15638,1.03232,1.31669,0.46014,0.04496,0.85236,0.00983,1e-05,2.08474,1.04474,0.01076,0.01547,312
0.31866,1.58421,0.00538,1.59745,0.70252,1.47189,1.345,1.00228,1.54044,1.29902,1.23053,0.52832,0.07262,0.79681,0.05,0.00026,0.50904,0.81798,0.0501,0.0618,313
0.26642,1.15237,0.24893,1.87381,0.91261,1.33434,0.14151,1.71614,1.47765,1.16826,0.91734,0.61618,0.07593,0.53172,0.0001,0.00113,1.60235,1.65873,0.11229,0.041,314
0.21445,2.32431,0.02305,2.24879,1.16847,1.40897,1.15932,1.46289,1.56624,1.33714,0.97425,0.62963,0.09676,0.60877,0.02508,0.0001,0.96787,0.85484,0.11923,0.05039,315
0.05956,1.20544,0.00109,2.06743,1.14987,1.08004,0.38619,2.35935,2.17048,1.26725,1.25779,0.46548,0.02556,0.78028,0.0001,0.00377,2.13018,1.63142,0.00464,0.07938,316
0.29391,1.48571,0.05089,1.94595,1.18376,1.09972,0.93966,1.67631,2.30145,1.21778,1.23513,0.49143,0.0988,0.75371,0.00325,0.00178,2.03114,1.69162,0.01207,0.0103,317
0.33174,1.074,0.03673,1.81066,1.14404,1.49767,0.32021,2.26147,2.03354,1.36661,1.56065,0.38982,0.12743,0.89308,0.02381,0.00025,1.97264,1.71271,0.02969,0.07328,318
0.0642,1.8146,0.27201,1.80487,1.00844,1.91171,1.14412,1.15534,1.546,1.86545,1.01298,0.47594,0.00459,0.61988,5e-05,0.00234,0.92645,1.47639,0.00019,0.02512,319
0.06002,1.6097,0.00443,1.75494,1.12924,0.80251,1.38656,2.55594,2.39796,1.59798,1.31425,0.5357,0.18538,0.68607,0.0029,0.00332,1.29071,0.86073,0.04729,0.07425,320
0.07408,2.22767,0.01149,1.8231,1.83008,1.47207,0.83678,1.04714,1.04021,1.53678,1.07269,0.54791,0.02969,0.69603,0.0,0.00024,2.2737,1.60456,0.03649,0.00501,321
0.35576,1.17387,0.00054,2.16218,1.14129,1.55357,0.4444,1.21826,1.67049,1.28995,1.45898,0.37898,0.04235,0.78733,0.00051,0.0006,2.21019,1.94811,0.00121,0.06835,322
0.05004,2.13371,0.03073,1.98338,1.59978,1.56149,0.77855,2.10512,1.53339,1.41883,1.29423,0.49986,0.19654,0.79714,0.01241,0.0002,1.88008,0.894,0.03041,0.03819,323
0.09171,0.97274,0.24561,1.83415,0.60151,0.50639,0.57465,1.27899,1.72855,0.76045,1.54087,0.51609,0.3847,0.69939,0.00201,0.00304,1.389,1.45815,0.06099,0.04664,324
0.21808,0.76317,0.29955,1.61495,0.64349,1.35808,0.44612,0.90114,1.76849,1.40918,1.64179,0.40692,0.31574,0.78138,0.00611,0.00066,1.31356,2.22286,0.00041,0.02097,325
0.05547,1.33919,0.08408,1.5064,0.81037,1.28677,1.10956,2.30849,2.4264,1.60721,1.04893,0.51587,0.00227,0.93926,0.12548,0.00217,1.12369,1.41843,0.09236,0.04365,326
0.32178,1.19229,0.03561,1.81997,0.97565,2.01238,0.47573,1.75579,1.97056,1.50149,1.28201,0.45217,2e-05,1.03747,0.08387,0.00111,1.65558,1.80052,0.02323,0.0574,327
0.25684,2.1,0.00098,1.8854,1.34617,1.09733,1.59198,1.85337,1.93964,1.29489,1.27208,0.46332,0.03108,0.76479,0.00018,0.00015,1.42688,0.61802,0.00019,0.03693,328
0.10779,1.26243,0.0554,1.18579,0.99057,0.79349,1.0556,2.15814,1.84474,1.23886,1.52954,0.39391,0.10556,0.89296,0.01058,0.0001,1.40566,1.07908,0.00162,0.01779,329
0.11341,1.08834,0.20081,1.58468,0.95651,1.37326,0.04034,1.47671,1.22879,1.04002,1.24707,0.4656,0.01086,0.79322,0.00648,0.00034,1.66679,1.51497,0.02353,0.02392,330
0.08353,1.57194,0.34946,1.71223,1.37025,1.30191,0.66589,2.30014,1.94933,1.61415,1.08174,0.54659,0.05813,0.66159,0.00247,0.00265,1.87696,1.75131,0.06693,0.01262,331
0.23056,2.08602,0.01483,2.00563,1.34384,1.98234,0.25073,1.02425,0.80519,1.66001,0.812,0.66776,0.04614,0.5233,0.00409,0.0022,1.42915,1.83156,0.09836,0.03116,332
0.23549,2.29605,0.00196,1.88223,1.80787,1.89597,0.84801,1.04541,0.97816,1.44085,1.44173,0.45032,0.15739,0.85219,0.0015,6e-05,2.02714,1.13593,4e-05,0.00861,333
0.19373,1.72365,4e-05,1.87895,1.52615,1.38884,1.02636,1.41322,1.91096,1.62276,1.34017,0.41052,0.00174,0.83045,0.01066,0.0,2.34239,2.02765,0.00026,0.01049,334
0.25023,1.18469,0.00265,1.72934,0.93625,1.28069,0.77018,1.57297,1.97789,1.53758,1.18879,0.53089,0.11227,0.64508,5e-05,0.00023,1.56684,1.99134,0.06159,0.06895,335
0.05013,1.55168,0.43785,2.406,0.8602,0.99851,0.27412,1.67696,1.44931,0.7003,0.84922,0.64189,0.01287,0.60799,0.01186,0.01381,1.42655,0.8771,0.06064,0.0242,336
0.07069,1.05819,0.21747,1.26191,0.46647,1.85482,0.07842,1.92497,1.75713,1.7738,0.76207,0.73128,0.00736,0.49655,0.03207,0.00682,0.66962,2.29628,0.1606,0.02913,337
0.14948,1.05575,0.01856,1.7062,0.66129,1.4911,0.32078,1.70143,2.20915,0.74915,1.36742,0.45159,0.05637,0.83806,0.01048,0.00021,1.55161,1.39004,0.00632,0.01472,338
0.30556,1.03978,0.01966,1.71754,0.64795,1.48586,0.52192,1.4363,2.22949,1.02804,1.25962,0.49809,0.10164,0.75612,0.00068,0.00106,1.44472,1.77732,0.01716,0.02915,339
0.05655,2.03914,0.00353,1.96967,1.40838,0.97844,1.67761,1.73826,2.33738,1.7063,1.1897,0.54819,0.0,0.70579,0.00151,0.00419,1.75742,1.49033,0.00238,0.02338,340
0.27901,1.7642,3e-05,1.59568,1.18702,0.67695,1.96395,1.82751,2.38307,1.54863,1.26686,0.48645,0.09875,0.80748,0.00745,0.0004,1.42132,1.19568,0.00072,0.0235,341
0.15082,1.09713,0.02443,1.81127,1.13862,1.40638,0.00016,2.25037,1.79166,1.53087,1.1661,0.58582,0.23229,0.61961,0.00548,0.00029,2.13259,2.20831,0.08418,0.06292,342
0.09723,2.03996,0.01353,2.04961,1.51912,1.94374,1.01192,1.70329,1.77742,1.42977,1.45552,0.38856,0.00219,0.85007,6e-05,0.0003,2.09506,1.16199,0.00052,0.02353,343
0.33576,1.20516,0.00028,2.29867,1.13369,2.15984,0.03264,2.04949,2.28356,1.58672,1.52408,0.63248,0.68251,0.53291,0.00195,9e-05,2.33631,2.38159,0.12309,0.04738,344
0.35714,1.56098,0.08586,2.13743,1.20037,1.38816,0.00577,2.32583,1.23663,0.98663,0.79545,0.6313,0.00441,0.50841,0.00234,0.0062,1.56467,0.72145,0.11028,0.06897,345
0.20693,1.45201,8e-05,1.61341,1.15404,0.86948,0.81046,1.28582,1.20589,1.33495,1.06003,0.54961,0.10647,0.68368,0.01233,1e-05,1.46207,1.33059,0.03762,0.06523,346
0.0535,1.48856,0.22329,2.39182,1.03941,1.72441,0.12064,2.13366,1.73742,0.87651,1.50047,0.52024,0.18868,0.79804,0.01465,0.00356,1.88288,0.97024,0.0302,0.0473,347
0.26084,1.86556,0.0,1.65207,1.38006,1.58394,0.76619,1.51443,1.23961,1.52582,0.94644,0.56999,0.01252,0.63621,0.00608,0.00311,1.54094,1.25846,0.07106,0.03032,348
0.18915,1.12106,0.01023,1.67611,0.77651,0.83934,0.56593,2.31823,2.56836,0.903,1.1075,0.53391,0.02263,0.71329,0.00808,0.00036,1.50245,1.37451,0.04884,0.03838,349
0.07177,1.43086,0.36489,2.36665,0.58073,1.54487,0.58383,1.36339,1.58504,0.57974,1.65806,0.30362,0.00887,0.79739,0.00031,0.00025,1.1214,0.54745,0.0046,0.04864,350
0.32635,1.23438,0.11136,2.17577,0.79239,1.3582,0.02902,1.70278,1.25309,0.41372,1.18582,0.47709,0.00117,0.7783,0.00977,0.00202,1.664,0.47036,0.01898,0.0415,351
0.31486,2.50222,0.01205,2.3994,1.70789,0.30486,1.89047,1.80447,2.13297,1.15347,1.52878,0.46994,0.26641,0.86659,0.04357,1e-05,1.5674,0.34039,0.04604,0.04544,352
0.40314,1.76528,0.01276,1.87067,1.50669,1.683,0.82879,2.17439,2.06623,1.32863,1.15458,0.49172,0.00389,0.76719,0.0,0.00031,2.10389,1.11841,0.00075,0.01271,353
0.25786,0.88983,0.00042,1.84574,0.9597,0.56915,0.32616,0.99045,1.1386,0.81244,1.40699,0.44422,0.09542,0.79992,0.00246,8e-05,2.1221,1.61844,8e-05,0.07931,354
0.14659,1.69107,0.30662,1.8815,1.39587,1.36885,0.82499,2.13512,1.76803,1.67264,1.42054,0.59518,0.49295,0.6027,0.00023,0.01094,1.69849,1.49012,0.07906,0.03818,355
0.24904,1.25654,0.19034,1.91683,1.31549,1.47764,0.50101,2.15861,2.1894,1.72753,1.26189,0.44271,0.0,0.83708,4e-05,0.00028,1.94478,2.02182,0.0003,0.04954,356
0.22717,1.71057,0.2298,2.21149,1.42718,1.74085,0.27135,2.46275,1.71146,1.54165,0.94581,0.58724,0.01076,0.61876,0.01768,0.0005,1.8468,1.34478,0.11294,0.05971,357
0.06406,1.44142,0.00971,1.09671,0.79381,1.10297,1.42508,2.37948,2.07648,1.27748,1.2592,0.52945,0.12925,0.73395,0.00349,0.00108,0.92108,0.56161,0.04068,0.01165,358
0.06824,2.06816,0.00051,2.61771,1.32758,1.88832,0.14557,2.29219,1.9259,1.34845,0.88568,0.67748,0.01958,0.5756,0.00148,1e-05,1.90171,1.51044,0.12469,0.04388,359
0.15688,2.07676,0.00033,1.96634,1.37122,0.48836,1.71442,2.08335,2.24232,1.25461,1.58634,0.49598,0.1928,0.81461,1e-05,0.00116,1.53014,0.71881,0.01316,0.04926,360
0.26575,1.81966,0.02472,1.96265,1.70454,1.98143,0.24142,2.54662,2.11613,2.05219,1.05683,0.53865,0.00566,0.63039,0.00011,0.0117,2.10619,2.22443,0.06655,0.03547,361
0.0603,1.40039,0.01256,2.46148,0.93578,1.22072,0.15622,1.69887,1.96774,0.89098,0.96202,0.61722,0.00155,0.62873,0.00095,0.00033,1.94592,1.53047,0.09259,0.03744,362
0.20586,1.31275,0.04589,1.9447,0.8833,1.20245,0.64152,2.14245,2.38065,0.9686,1.34106,0.47273,0.12023,0.77294,0.00013,2e-05,1.61624,1.22532,0.00031,0.04336,363
0.10398,1.98405,0.0015,1.65342,0.9003,0.71949,1.58814,1.67544,1.77887,0.82651,1.31188,0.53333,0.23792,0.73562,0.00017,5e-05,0.91659,0.16324,0.02791,0.02339,364
0.23079,2.15556,0.00409,2.48915,1.84776,1.40591,0.96166,1.88992,1.79137,1.51706,1.52133,0.45621,0.20953,0.77779,0.00383,0.00041,2.39557,1.28174,0.01713,0.06121,365
0.14758,1.26765,0.00212,1.37826,1.01044,1.21893,0.90332,1.27482,1.73813,1.52483,1.24846,0.45532,0.05754,0.7305,0.00106,0.00041,1.60491,1.93871,0.00181,0.00917,366
0.05687,2.10858,0.00998,1.91413,1.37575,1.07653,0.80189,1.18952,1.04718,0.88339,1.12962,0.49965,0.02692,0.7398,0.00804,9e-05,1.81697,0.77315,0.03039,0.00764,367
0.06697,0.92946,0.01939,1.2485,0.83809,0.92376,0.12437,2.40279,1.7447,1.2773,1.1809,0.58581,0.13451,0.65727,0.00131,0.0001,1.47123,1.72704,0.10051,0.04859,368
0.18761,1.4446,0.00042,1.96963,1.13842,0.90868,0.66688,1.3921,1.57004,0.94701,1.23803,0.47289,0.04618,0.77894,0.00039,0.00574,1.97547,1.28672,0.00452,0.03279,369
0.14233,1.65418,0.00739,1.93512,1.53679,1.80455,0.44653,2.03766,1.93101,1.3542,1.15495,0.4886,0.00596,0.73846,0.00696,3e-05,2.51176,1.58552,0.03564,0.00528,370
0.05136,0.86251,0.08276,1.50111,0.5972,1.03158,0.24126,2.28525,1.9191,0.92151,1.31206,0.49289,0.0439,0.81644,0.01045,4e-05,1.23723,1.22105,0.04389,0.07839,371
0.32038,1.68602,0.28163,2.54208,1.06911,1.83117,0.46447,2.75003,2.06049,0.84355,1.53927,0.44958,0.25751,0.70536,0.00177,0.00343,1.44145,0.09188,0.03591,0.07133,372
0.25301,1.75797,0.01221,2.56313,0.91746,1.91254,0.5796,1.03755,1.90911,1.42046,1.14557,0.68905,0.38268,0.50731,0.0001,0.00654,1.71798,2.06841,0.13397,0.02473,373
0.0503,1.60244,0.17378,2.12756,1.21857,1.00506,0.19123,2.30755,1.32993,0.57775,0.98728,0.60835,0.08794,0.53959,0.00573,0.01072,1.89434,0.2421,0.10236,0.03732,374
0.31433,1.21325,0.02285,2.18804,0.8482,1.21271,0.05944,1.44271,0.91391,0.4242,1.32883,0.45868,0.04394,1.03342,0.10341,0.0006,1.82486,0.55506,0.04481,0.06706,375
0.09163,1.68721,0.00014,2.4136,0.58589,1.88022,1.02851,1.49293,2.38636,1.00618,1.49159,0.49028,0.19126,0.79164,0.00631,0.00075,1.00827,1.00994,0.05158,0.06927,376
0.09037,1.48939,0.0127,1.95353,1.0996,1.18109,0.96974,1.89395,2.44454,1.24428,1.68956,0.4175,0.34273,0.83009,0.01069,0.0,1.95984,1.6392,0.00526,0.0271,377
0.05498,1.45098,0.00572,1.80063,1.36668,2.07211,0.00053,1.66785,0.84308,0.82398,1.49887,0.3611,0.0524,0.80864,0.01759,0.00128,2.31167,0.57659,0.01409,0.03538,378
0.07936,1.23901,0.00029,2.1947,1.11781,1.3629,0.00089,1.55153,1.54111,0.85051,1.20137,0.49072,0.04339,0.76835,0.00042,0.00625,2.38724,1.4587,0.00089,0.02403,379
0.3369,1.64482,0.13939,2.39608,1.06381,1.94692,0.33428,1.86347,1.41904,0.75446,1.57138,0.36205,0.0221,0.85984,0.01116,1e-05,1.57745,0.40431,1e-05,0.06097,380
0.32284,2.06369,0.00034,1.94329,1.12727,1.75722,1.35901,1.68741,1.95793,1.43193,1.11772,0.57011,0.02713,0.95313,0.10362,0.0,1.10731,0.8709,0.10139,0.03689,381
0.29259,2.37177,0.04217,2.28603,1.62229,1.51359,0.44221,1.07216,0.67948,0.80654,1.14767,0.50712,0.01624,0.81464,0.01665,0.00024,1.94762,0.6018,0.01196,0.01774,382
0.12716,1.71562,0.12625,2.13709,1.70647,1.77132,0.46079,2.32945,1.76582,1.8236,1.2007,0.49614,0.18279,0.7101,0.00112,0.00057,2.34952,1.62735,0.02473,0.04896,383
0.25962,1.23882,0.03294,2.13771,0.82681,0.7789,0.81578,1.16944,2.07509,0.86528,1.61505,0.42058,0.28263,0.78306,4e-05,0.00116,1.79384,1.61167,0.00697,0.04034,384
0.3707,1.09226,0.00224,1.64358,0.66034,1.32945,0.84267,1.9308,2.4022,1.12401,1.14286,0.50872,0.00372,1.0754,0.16061,9e-05,1.16311,1.32378,0.10944,0.06899,385
0.18588,1.49581,0.01386,2.04534,1.54223,1.4555,0.21954,2.60436,1.58855,1.18193,1.39891,0.44963,0.14257,0.80082,0.01017,0.00073,2.25579,0.85357,0.00367,0.07071,386
0.23221,1.01128,0.05029,2.07219,1.03239,1.40745,0.08198,1.40485,1.77824,0.95274,1.63097,0.39785,0.1831,0.83781,0.00031,2e-05,2.38241,1.92334,0.0011,0.02376,387
0.09546,1.44854,0.00024,1.94714,1.40531,1.94664,0.18113,1.57722,1.72136,1.74797,1.33639,0.49593,0.19327,0.8007,0.05847,0.00117,2.38556,2.43822,0.07283,0.02736,388
0.40846,1.01816,0.0051,1.46808,1.30447,0.86139,0.58173,1.35655,1.55686,1.69526,1.34675,0.50695,0.22269,0.79154,0.00203,0.002,2.14604,2.46175,0.02588,0.04882,389
0.10662,1.47598,0.00257,1.85808,1.27514,1.31166,0.6274,2.28331,2.38716,1.07867,1.31315,0.41593,0.00418,0.93332,0.04511,3e-05,2.22013,1.33834,0.00548,0.00833,390
0.07306,1.76916,5e-05,1.54438,1.42156,1.60906,1.14711,2.31064,2.21581,1.90314,1.18589,0.54025,0.17125,0.67575,0.0003,0.0002,1.87993,1.69828,0.06024,0.00586,391
0.07414,1.8538,0.00988,1.96479,1.3084,1.16806,1.58333,1.8848,2.43847,2.13327,1.00664,0.58244,0.02541,0.81217,0.07978,0.00661,1.68335,2.17991,0.12316,0.06251,392
0.07031,1.10657,0.0043,1.93787,1.03369,1.38301,0.01496,0.84061,0.88809,0.9675,1.24455,0.44025,0.00232,0.76796,0.0,0.00012,2.20873,1.66759,0.00034,0.03001,393
0.24618,1.30141,0.06846,2.09697,0.50991,1.50605,0.76574,1.3367,2.33815,0.82078,1.14952,0.47222,0.01004,0.70388,0.00608,0.00284,1.22633,1.33174,0.00892,0.0376,394
0.146,2.08781,0.00104,2.129,1.67324,1.79229,0.35078,1.82011,1.72593,1.49721,0.88785,0.60238,0.02966,0.54186,0.00214,0.00354,2.49837,1.86364,0.0959,0.00554,395
0.23489,2.13374,0.00696,2.13894,1.55958,0.9215,1.62398,2.27971,2.55043,1.36532,1.43926,0.41407,0.03921,0.84001,0.01158,0.00222,1.85258,0.83527,0.00137,0.02838,396
0.2145,1.31367,0.13729,2.27517,0.65779,1.40493,0.02973,2.04601,1.7629,0.30694,1.16144,0.59477,0.06522,0.64254,2e-05,0.00246,1.43804,0.3967,0.07212,0.02864,397
0.31383,1.40461,0.09911,1.88605,1.06812,1.05461,0.87299,1.48646,1.7697,1.09445,1.49841,0.42037,0.14397,0.85947,0.0124,0.0,1.66035,1.26772,0.00029,0.04284,398
0.06265,2.0083,0.03007,2.14613,1.50351,0.60629,1.63502,1.64752,2.48042,1.71398,1.10927,0.49804,0.05188,0.76919,0.0259,0.00082,2.14546,2.11932,0.00799,0.02472,399
