param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11,param_12,param_13,param_14,param_15,param_16,param_17,param_18,param_19,k,ID
0.05075,1.68117,0.00013,1.79989,1.07836,2.12933,1.15729,1.67311,2.15713,1.58726,1.50315,0.3659,0.06653,0.80026,0.0009,1e-05,1.6068,1.45304,0.00137,0.02886,128
0.05171,1.5393,0.08368,1.58281,1.14045,1.63569,0.32322,2.24843,1.75316,1.22922,0.98669,0.56921,1e-05,0.68332,0.01497,0.00111,1.67161,1.22955,0.08758,0.01126,129
0.07687,2.08606,0.00663,1.83512,1.30029,1.89847,0.73668,2.47731,1.64082,1.07521,1.30839,0.45472,0.10174,0.85039,0.01977,0.00092,1.40487,0.13174,0.00481,0.03438,130
0.05756,2.22183,0.02549,2.0507,1.7622,1.12703,1.41741,2.32108,1.99606,1.51895,1.23419,0.44342,0.0011,0.90358,0.043,4e-05,2.07446,0.77018,0.00022,0.04084,131
0.23112,1.15883,0.00344,1.43625,1.02013,1.72215,0.23087,2.51752,2.16647,1.24334,1.13477,0.50134,0.01027,0.73459,0.00017,0.00063,1.72845,1.42655,0.02353,0.01841,132
0.24493,1.12857,0.01271,1.47537,0.96296,1.29626,0.84364,1.76103,2.40058,1.57099,1.54373,0.46658,0.18558,0.85487,0.00226,0.00067,1.65762,2.2854,0.01798,0.02116,133
0.07388,0.80941,0.01557,1.62228,0.67919,0.59679,0.00721,1.62717,2.04631,0.52261,1.17158,0.49688,0.00434,0.84519,0.04067,0.00074,1.9266,1.80861,0.05065,0.00562,134
0.16693,1.76372,0.00244,1.793,1.5488,1.24084,0.72908,2.17004,1.65257,1.27913,1.11865,0.48661,0.00444,0.75452,6e-05,0.0,2.11232,0.97286,0.00214,0.03021,135
0.32558,0.83144,0.00388,1.13658,0.77077,0.2318,0.76802,1.90901,1.7859,1.07095,1.74672,0.3611,0.15203,0.84558,0.00469,0.00153,1.20965,1.3173,0.01837,0.06818,136
0.3783,2.01013,7e-05,1.82251,1.22001,1.88783,0.90405,1.43437,1.35409,1.73059,0.89885,0.57497,0.0101,0.65554,0.03489,1e-05,1.07169,1.22483,0.08169,0.0466,137
0.05278,1.37408,0.0256,2.16105,0.82243,1.70034,0.64601,1.1637,1.92664,1.28354,1.61591,0.45353,0.34234,0.79674,0.0032,2e-05,1.66984,1.83672,0.00166,0.04436,138
0.33342,1.28481,0.00151,2.32125,1.17825,2.19225,0.31857,1.87814,2.29384,1.37212,1.50849,0.38238,0.03541,0.88138,0.0202,4e-05,2.29791,1.90477,0.0,0.05162,139
0.05005,2.08997,0.00323,1.90838,1.11783,1.54293,1.40636,1.51563,2.09394,1.32791,1.2754,0.55316,0.09191,0.74449,0.00016,0.00247,1.40615,1.14375,0.05164,0.00914,140
0.20175,1.63529,0.00179,1.83251,1.2537,1.5205,0.89278,2.00329,2.05617,1.66577,1.05738,0.54209,0.00056,0.72643,6e-05,0.01128,1.7348,1.67036,0.02046,0.04205,141
0.32486,1.43981,0.01579,1.9143,1.57552,0.83282,0.82123,2.01763,2.06193,1.63989,1.05428,0.50458,0.00036,0.76449,0.00153,0.00121,2.42846,2.023,3e-05,0.04936,142
0.34502,1.00355,0.12204,1.87457,1.07455,0.84869,0.26447,2.20988,1.70708,0.84845,1.28089,0.42587,0.00021,0.77889,0.0002,0.00013,1.99671,1.08841,0.00678,0.07902,143
0.26189,1.80926,0.01256,1.79207,1.2704,1.22734,1.55163,1.68486,2.06567,1.54525,1.45035,0.41726,0.05826,1.00161,0.0492,0.00034,1.47149,1.12846,0.00114,0.04102,144
0.06597,1.72221,0.02095,2.26132,1.29066,1.26314,0.68673,1.11152,1.61917,1.57606,0.94861,0.62396,0.00302,0.60959,0.00736,0.00601,2.13292,2.26437,0.02746,0.04124,145
0.29774,1.74793,0.01588,2.52112,1.48966,1.4865,0.50201,2.17863,1.93663,1.16044,1.47579,0.49381,0.32825,0.74769,0.00046,0.00176,2.30005,1.11304,0.01527,0.05774,146
0.31552,1.71534,0.04025,2.35545,1.32345,1.8248,0.64281,2.33501,2.06748,1.08542,1.48436,0.36208,0.03072,0.83615,0.00719,0.00037,1.93928,0.65899,0.00272,0.05601,147
0.28576,1.58116,0.02666,1.74583,1.01461,1.2998,0.79543,2.10844,1.79022,1.08892,1.35113,0.62427,0.55747,0.55048,0.0001,0.00327,1.31811,0.74107,0.0933,0.03863,148
0.06057,1.38641,0.00718,1.47068,1.05865,0.60894,0.72439,2.34875,1.95059,0.86606,1.1469,0.47883,0.02529,0.73852,0.01383,0.00039,1.59632,0.81244,0.0307,0.0213,149
0.26734,1.99913,0.00634,1.81107,1.59072,1.20102,0.72333,1.58879,0.99135,0.80889,1.3266,0.4257,0.01834,0.90949,0.02193,0.00111,1.77269,0.236,0.00455,0.03002,150
0.05223,1.3929,0.05687,1.93357,1.21489,0.52347,0.71606,1.30718,1.30547,0.98839,1.49479,0.45492,0.2584,0.76907,0.01494,0.00057,1.96783,1.28324,0.02774,0.06652,151
0.26308,1.37048,0.00646,1.97758,1.45915,0.98,0.53138,2.4979,1.85006,1.34677,1.34148,0.51499,0.2856,0.70429,0.00064,1e-05,2.20555,1.24177,0.036,0.08188,152
0.05001,2.08182,0.00315,1.95567,1.53279,2.03193,0.81664,1.7789,1.59953,1.27096,1.53009,0.41657,0.14743,0.89164,0.02427,0.00054,2.02448,0.85923,0.00022,0.01134,153
0.0733,1.06686,0.0884,1.36729,0.86926,0.6614,0.85285,2.34888,2.46631,1.56107,1.30288,0.51063,0.1654,0.76912,0.00407,0.00849,1.43981,2.01209,0.01921,0.03775,154
0.33417,1.45502,0.01367,1.78357,1.49864,1.58475,0.21624,1.59892,1.22364,1.18449,1.22342,0.50134,0.12027,0.74387,0.0087,0.00091,2.32061,1.38756,0.03732,0.02128,155
0.21727,1.5846,4e-05,1.89343,1.57838,0.85251,0.61898,1.42854,1.48372,1.31839,0.96374,0.62977,0.01923,0.58746,0.0137,0.00143,2.48202,1.8354,0.11405,0.018,156
0.37453,1.04966,0.0907,1.33529,1.13814,2.08357,0.14249,2.15976,1.86055,1.76893,1.52619,0.44587,0.22355,0.83061,8e-05,0.00138,1.75818,2.12756,0.0036,0.02223,157
0.33261,1.42236,0.00201,1.77313,0.87383,1.92849,0.4112,1.65933,1.43027,1.07146,1.14829,0.50957,0.0158,0.85752,0.07414,0.00187,1.25663,0.88796,0.08457,0.04787,158
0.0665,0.9339,0.18389,1.72681,0.96006,1.15768,0.26967,1.97568,1.91258,1.4092,1.31454,0.45509,0.03342,1.04527,0.08124,0.00116,1.9109,2.19319,0.03021,0.06794,159
0.05251,1.3054,0.00611,1.41918,0.73711,1.36393,0.94743,1.53147,1.87461,1.47533,1.15771,0.53058,0.05257,0.70174,5e-05,0.0054,1.06301,1.48173,0.01241,0.03785,160
0.06155,2.0086,0.0005,1.92266,1.75305,1.53247,0.61438,2.4651,1.86585,1.31057,1.09489,0.52926,0.00168,0.71632,0.00081,0.00043,2.40762,1.02203,0.02798,0.0132,161
0.31443,1.30077,0.0,2.36601,1.0842,1.36474,0.19832,1.43679,1.31022,0.76849,1.41732,0.45177,0.1068,0.76565,0.00045,0.0,2.17505,1.0837,0.01178,0.05847,162
0.3261,1.94094,0.05163,1.60876,0.83953,1.96489,0.88402,1.35259,1.33973,0.98312,1.27453,0.56658,0.26533,0.67601,0.03637,4e-05,0.77773,0.48909,0.05973,0.00558,163
0.21113,1.56977,0.05832,1.71735,1.28537,1.35779,0.56262,2.16191,1.34627,1.18764,1.17284,0.50547,0.00738,0.7877,0.00354,0.00232,1.5275,0.66805,0.01466,0.06561,164
0.29559,1.3705,0.00726,2.18349,1.03208,0.92644,0.74246,1.34439,2.21022,0.87105,1.23463,0.49387,0.06189,0.76159,0.00018,0.00266,2.165,1.70305,0.01344,0.00651,165
0.35227,1.05885,4e-05,1.92585,0.85758,0.89804,0.51017,1.54775,1.94296,0.8509,1.58955,0.44651,0.30215,0.79486,0.00266,2e-05,1.76798,1.42123,0.01104,0.05504,166
0.23271,1.40416,0.01846,1.58942,0.71294,0.57995,1.38616,1.47001,2.08649,0.78278,1.54954,0.4348,0.18942,0.88297,0.02199,0.0008,1.03972,0.70342,0.00213,0.02858,167
0.1599,1.53532,0.03133,1.47483,0.9366,1.57161,0.89603,2.03099,1.92926,1.36816,1.09916,0.56293,0.03828,0.68334,0.00012,0.00044,1.19485,1.07668,0.05602,0.0262,168
0.18388,1.86129,0.00175,1.60472,1.23388,1.76705,0.55286,1.34215,0.76617,1.02123,1.4186,0.40696,0.03333,0.76144,0.00058,0.00254,1.22227,0.40845,0.01088,0.04819,169
0.26315,1.53896,0.29199,2.33137,0.82045,0.68477,1.16434,2.03831,2.47611,0.87055,1.37257,0.59492,0.27318,0.65297,0.0055,8e-05,1.17984,0.77329,0.0778,0.07114,170
0.19376,2.2548,0.01089,2.10935,1.51783,1.87119,0.97196,2.34106,2.09241,1.59668,1.17715,0.58792,0.20662,0.6339,6e-05,0.00327,1.68518,1.07869,0.05943,0.02996,171
0.31661,0.97481,0.13903,1.92637,0.63431,0.96295,0.75122,1.56862,2.66507,1.08596,1.20505,0.5053,0.09056,0.74661,0.00114,0.03625,1.32104,1.78039,0.00185,0.05203,172
0.22013,1.82482,0.06445,2.01636,1.4252,1.46777,0.36255,1.59733,1.40964,1.40953,0.96649,0.66291,0.10276,0.57582,0.00968,0.00016,1.95858,1.66571,0.11012,0.02692,173
0.34007,0.86619,0.00082,1.17367,0.85838,1.31367,0.23094,1.74543,1.59415,1.21033,1.31492,0.45543,0.02403,0.87113,0.03167,4e-05,1.50556,1.67231,0.02002,0.02469,174
0.09923,1.80541,0.00316,1.51019,1.43156,1.42636,1.47841,1.81088,2.25531,2.25424,0.97693,0.56447,0.00017,0.67972,1e-05,6e-05,1.9418,2.5525,0.0312,0.00652,175
0.32921,1.7635,0.08529,1.92358,1.25666,1.81066,1.1368,1.55379,2.17988,1.87841,0.96754,0.55833,0.00336,0.661,0.02925,0.00021,1.69792,2.05074,0.09372,0.02002,176
0.40214,1.3545,0.00439,2.11999,1.3082,1.83369,0.03337,1.59811,0.99783,0.77636,1.63649,0.39909,0.24796,0.89494,0.02931,0.0,2.26875,0.70863,0.00063,0.04511,177
0.39038,2.00764,0.00137,2.20002,1.70178,1.94298,0.84944,2.64146,2.16191,1.53137,1.27552,0.4645,0.01702,0.86646,0.0206,0.00017,2.05381,0.83707,0.00507,0.04944,178
0.26188,1.88304,0.03005,1.65746,0.96581,2.19407,0.87251,2.17957,2.00728,1.27473,1.01851,0.58376,0.04284,0.6723,0.01361,0.00173,1.00617,0.68213,0.05329,0.01932,179
0.30419,1.28586,0.00046,1.68933,0.96791,1.78833,0.44953,1.80978,1.38295,1.08047,1.53164,0.40586,0.09194,0.70943,0.00472,0.00018,1.39841,0.77529,0.05929,0.07252,180
0.20442,1.4499,0.00073,1.42438,1.04663,2.17071,0.78251,1.07482,1.37701,1.72015,1.3531,0.44682,0.14415,0.76129,5e-05,0.00068,1.4681,1.77322,0.01515,0.01542,181
0.05034,1.9889,0.36864,2.14836,1.20755,2.00949,0.36971,1.55836,1.25608,1.26285,1.17755,0.54141,0.17038,0.67022,0.00748,0.0003,1.5489,1.1648,0.02789,0.01645,182
0.05501,1.37275,0.03005,1.2395,0.82998,1.04717,1.23182,2.06245,2.05808,1.64444,0.98223,0.57753,0.00971,0.66229,0.00055,0.0,1.05225,1.43566,0.03278,0.02827,183
0.29867,2.0091,0.00443,2.09893,1.53289,1.90971,1.13374,1.01435,1.76825,1.87091,1.24552,0.55422,0.09024,0.73923,0.01785,0.00038,2.15084,2.22317,0.0527,0.0113,184
0.25891,1.35961,0.01615,1.72468,1.25816,1.8691,0.00296,1.9844,1.25001,0.9611,1.32204,0.43066,0.04615,0.82534,0.01081,1e-05,1.96534,0.79651,7e-05,0.03323,185
0.05933,1.07087,0.0005,1.74487,1.04814,2.1445,0.02177,2.51572,1.92127,1.11158,1.68764,0.31895,0.08701,0.8493,0.00306,0.0,2.06009,1.13381,0.0,0.05312,186
0.16289,1.48142,0.00227,1.76381,0.94351,2.14513,1.17264,1.55759,2.22661,1.80781,1.53536,0.45466,0.15094,0.73402,6e-05,1e-05,1.35747,1.80507,0.06715,0.05873,187
0.07297,1.57971,0.0264,2.01155,1.0175,0.53322,1.23712,1.34186,2.02644,1.07948,1.27906,0.49007,0.02021,0.72386,0.00126,0.00012,1.62774,1.37385,0.03345,0.04015,188
0.21941,2.32686,0.01256,2.57088,1.08138,1.36984,1.2259,1.59525,2.19094,0.7002,1.15156,0.50021,4e-05,0.75374,0.00842,3e-05,1.6014,0.56289,0.03073,0.00558,189
0.34988,1.46852,0.0019,1.71478,1.01487,0.87535,1.27047,1.81058,2.24307,1.12564,1.52863,0.41599,0.12694,0.82079,0.00085,0.00103,1.45626,1.04879,0.00012,0.03697,190
0.0754,1.20228,0.50589,1.94053,0.75345,1.74217,0.37697,1.17315,1.28727,1.08304,1.53241,0.39345,0.11684,0.97115,0.07239,0.00061,1.28542,1.24359,0.03162,0.02916,191
0.15679,1.06412,0.02501,1.6159,0.94686,1.65182,0.01822,2.08099,2.16606,1.34741,1.14413,0.51918,0.09611,0.68129,8e-05,0.00122,1.89768,2.16539,0.03301,0.01921,192
0.13353,1.51262,0.04352,1.86532,1.43237,2.04349,1e-05,2.0624,1.6937,1.62017,1.13407,0.56519,0.13376,0.64917,0.01009,0.00271,2.26506,2.05819,0.08382,0.02296,193
0.23309,1.03686,0.01157,1.97789,1.04561,1.94554,0.00309,1.2994,1.64919,1.31825,1.35557,0.43029,0.0051,0.90394,0.03978,0.00048,2.24487,2.19639,0.01921,0.03667,194
0.05722,1.51263,0.01104,1.73292,0.86989,1.50036,1.11097,1.5228,2.3359,1.35571,1.16338,0.49378,2e-05,0.79253,0.01667,0.00037,1.45367,1.69151,0.01358,0.0146,195
0.06379,1.70953,0.20272,2.12651,0.86028,0.23346,0.9862,1.74882,1.70455,0.46489,1.12465,0.58628,0.11439,0.64956,0.01046,0.00202,1.25365,0.365,0.09002,0.04144,196
0.30013,1.74317,0.28288,2.51606,1.19128,1.61851,0.96393,1.8876,2.31723,1.51282,1.30602,0.56058,0.26056,0.58148,3e-05,0.00312,1.76639,1.67378,0.08845,0.06028,197
0.3815,1.82919,0.05336,2.30035,1.36588,1.53466,0.22446,2.46385,1.67044,0.7929,1.12476,0.58086,0.20917,0.59895,0.0032,0.00044,1.96464,0.5137,0.09773,0.04004,198
0.12395,1.96483,0.00561,1.90496,1.58136,1.43167,1.51846,1.87312,2.27788,1.76232,1.52994,0.38429,0.07596,0.84005,0.00478,0.00026,2.0692,1.51636,0.00087,0.01594,199
0.32481,1.19725,0.09221,2.3318,1.16046,1.91293,0.18754,1.70813,1.40637,0.98853,1.43698,0.30804,0.0004,1.09202,0.12487,3e-05,2.28505,1.04761,0.02325,0.07958,200
0.22602,1.9825,0.15408,2.29635,1.35825,1.75416,0.16935,1.93873,1.08782,0.85049,1.17484,0.51,0.09247,0.79338,0.04222,0.00461,1.68454,0.45189,0.04645,0.04195,201
0.23603,1.86541,0.01404,2.36808,1.28994,1.42485,1.01812,2.20834,2.46757,1.04601,1.37411,0.43797,0.18817,0.74873,0.00666,0.00046,2.09168,0.93734,0.00295,0.02975,202
0.19226,2.16056,0.03053,1.9087,1.53993,1.25643,1.0758,2.2188,1.66475,1.11768,1.44694,0.4736,0.31034,0.7565,0.00756,0.0,1.70894,0.35104,0.00764,0.03084,203
0.05868,2.32764,0.0,2.07701,1.67838,1.35289,1.02124,2.06923,1.54942,1.53686,0.98375,0.53416,0.02888,0.6618,0.00292,1e-05,1.71162,0.83624,0.01676,0.04987,204
0.05362,1.01172,0.00389,1.70901,0.97191,0.70334,0.18787,1.61827,1.8729,1.09926,1.30415,0.45781,0.0,0.82352,0.00688,0.00043,1.9254,2.1377,0.01101,0.03648,205
0.10203,1.92363,0.62724,2.24439,1.58737,1.61997,0.80915,1.96433,1.7622,1.43955,1.50973,0.44073,0.07762,0.84264,0.00238,0.00129,1.77964,1.14402,0.00644,0.01722,206
0.28605,1.2788,0.01242,2.12809,0.66331,2.05218,0.22299,1.59578,1.57312,0.7117,1.36512,0.41142,0.00766,1.18402,0.12911,0.0004,1.35259,0.69751,0.01108,0.05126,207
0.05537,1.83292,0.08561,2.28524,1.47376,1.37151,0.64619,1.97678,1.95247,1.3803,1.06917,0.50584,1e-05,0.72497,0.00708,0.00181,2.23662,1.5267,0.0212,0.0327,208
0.12331,1.37264,0.65758,1.92164,0.79045,1.79573,1.0689,1.64504,2.03335,1.51413,1.49504,0.35607,0.06013,1.30462,0.15662,0.00418,0.95421,1.28939,0.00301,0.03567,209
0.10277,1.45418,4e-05,1.87746,1.29027,1.65206,0.38099,1.7797,1.792,1.2013,1.33385,0.42959,0.01817,0.78895,0.00132,0.00076,2.26314,1.56564,0.0009,0.02105,210
0.0566,1.81961,0.00491,1.88989,1.17806,0.36182,1.79211,1.47779,2.35211,1.34269,1.38383,0.46739,0.12326,0.77846,0.0,2e-05,1.61436,1.4341,0.00953,0.02631,211
0.20655,1.30125,0.03777,2.43417,0.99978,1.74342,0.6867,1.69409,2.5006,1.35335,1.57473,0.33643,0.09236,0.76805,0.00185,0.00353,2.08051,1.92746,0.00166,0.079,212
0.23678,1.23107,0.13776,1.82022,0.98409,1.83619,0.19158,2.39678,1.74884,1.24122,1.56479,0.59427,0.39272,0.68611,0.00376,0.00993,1.56687,1.1861,0.05602,0.06252,213
0.09433,1.99175,0.03783,1.92076,1.05875,1.12126,1.49485,1.94783,1.96275,1.42093,1.20363,0.56297,0.14068,0.62868,3e-05,0.01078,0.94354,0.67167,0.06382,0.07441,214
0.09949,2.15649,0.09224,2.48801,1.24625,2.13864,0.93615,1.23758,1.72598,1.48495,1.33241,0.47054,0.01337,0.77192,0.00789,7e-05,1.56353,1.34273,0.02933,0.04057,215
0.32016,1.37735,0.00055,1.98663,0.79203,1.6654,0.63743,1.40734,1.55509,0.86192,1.5203,0.39133,0.04633,0.97273,0.06129,0.00364,1.30044,0.76492,0.00652,0.06823,216
0.07376,1.48147,0.00706,2.00557,1.30942,0.83929,0.97933,2.48059,2.42255,1.33331,1.85866,0.3658,0.40966,0.89893,0.02873,4e-05,2.16023,1.36273,0.0125,0.05988,217
0.05001,1.35335,0.0,1.7367,1.10838,1.25477,0.42969,1.87681,1.83282,1.4938,1.08225,0.55152,0.10055,0.65976,0.01591,0.00046,1.86098,1.96903,0.07917,0.03953,218
0.28942,1.43918,0.0243,1.81414,1.26383,1.29732,1.18341,2.24847,2.33652,1.45257,1.2251,0.48017,0.01038,0.89815,0.00463,0.00188,1.85445,1.14415,0.00329,0.04799,219
0.05204,2.23842,0.01755,1.90829,1.71895,1.78864,0.18534,2.39732,1.13234,0.99338,1.00995,0.52121,0.0007,0.68805,0.0,0.00079,1.92135,0.26713,0.0313,0.02562,220
0.22295,1.90258,0.00569,1.79653,1.39848,0.77839,1.38189,1.1235,1.49194,1.26235,1.22754,0.4616,0.01673,0.87073,0.02,0.00038,1.86373,1.3002,0.00016,0.01165,221
0.23615,1.78682,0.00248,2.34324,1.3078,1.14295,1.11904,1.53567,2.50467,1.29487,1.252,0.49656,0.14158,0.70364,0.00493,0.00074,2.25346,1.89159,0.04844,0.01286,222
0.26138,1.40169,0.02166,1.83412,1.21118,1.3719,0.83072,1.38205,1.93622,1.63778,1.60287,0.52743,0.57749,0.76066,0.06776,0.0,1.98215,2.19251,0.11253,0.02867,223
0.2007,1.63099,0.0084,2.09177,1.61302,0.16671,0.90505,1.01758,1.19689,1.04157,1.08294,0.52454,0.06044,0.74501,0.01159,0.0015,2.36446,1.38456,0.02761,0.05869,224
0.24293,1.10789,0.15327,1.72074,1.01282,1.69247,0.04258,2.02441,1.51698,1.0509,1.32923,0.47379,0.14623,0.77317,0.01872,1e-05,1.81738,1.25717,0.0452,0.03814,225
0.23022,1.95259,0.31829,2.39431,1.48754,1.60719,0.87717,1.47006,1.69807,1.33097,1.59794,0.42717,0.20281,0.91532,0.02463,0.00012,1.95918,1.3127,0.00653,0.0246,226
0.22711,1.59528,0.02735,2.30364,1.28938,1.66209,0.70681,2.0535,2.66986,1.68943,1.02682,0.55528,0.01005,0.67313,0.00127,1e-05,2.13471,2.22524,0.05317,0.03707,227
0.20014,2.09782,0.01862,1.80957,1.68061,1.82295,0.96432,1.72376,1.42967,1.74005,1.10341,0.49156,0.00069,0.77593,0.00482,0.00027,1.75471,1.1394,0.00229,0.03213,228
0.09704,1.19952,0.07402,1.54078,0.80849,1.78527,0.02848,2.42927,1.89636,1.21936,1.05406,0.58966,0.12391,0.58476,1e-05,0.00326,1.39555,1.39523,0.09589,0.03177,229
0.14458,1.81653,0.00379,1.67062,1.16157,1.69789,1.49465,0.64444,1.54027,1.67026,1.49766,0.3808,0.07694,0.74033,0.00815,5e-05,1.60162,1.84634,0.04699,0.00509,230
0.2243,2.27513,0.06792,2.11757,1.24755,1.74442,0.58548,1.75035,1.37891,1.02869,0.91065,0.60116,0.02632,0.65275,0.01682,0.00473,1.40668,0.663,0.08103,0.01738,231
0.0829,1.65308,0.56016,2.26871,0.97044,1.99905,0.33079,2.32031,1.95054,1.23144,1.051,0.55413,0.00788,0.63188,0.0084,4e-05,1.34101,1.12426,0.05968,0.03211,232
0.33421,1.4635,0.51557,2.27644,1.33376,1.888,0.20362,1.7648,1.94315,1.61935,1.27936,0.48076,0.15402,0.61538,0.00658,3e-05,1.89884,2.0222,0.09277,0.0189,233
0.05012,2.09508,0.04201,2.65167,1.4907,1.26917,1.04264,0.8776,1.47783,1.59003,1.36169,0.62079,0.37147,0.59249,0.00484,0.00011,1.99482,1.82888,0.13099,0.06746,234
0.3387,2.31349,7e-05,1.98556,1.3022,0.70254,1.91954,1.76121,2.15007,0.93185,1.03633,0.537,0.00619,0.69837,0.00415,0.00047,1.44606,0.35604,0.05158,0.00621,235
0.07763,1.73755,0.00511,2.34072,1.22558,1.79677,0.15728,2.03097,2.08799,1.55892,1.08958,0.6718,0.36892,0.52993,0.00017,0.08838,1.99177,1.96803,0.02157,0.02941,236
0.11035,1.43043,0.03152,2.19377,1.2804,0.96163,0.31497,2.14729,1.75917,0.84463,1.21381,0.47313,0.06026,0.79756,0.01046,4e-05,2.21931,1.01138,0.00013,0.04957,237
0.0539,0.92871,0.64427,2.31886,0.84035,1.13597,0.03097,2.12237,2.33986,1.19775,1.23553,0.5571,0.20161,0.64551,0.01065,0.00318,1.9482,2.20622,0.07678,0.03717,238
0.1848,1.30255,0.01206,1.8159,1.17771,2.00381,0.1087,1.87072,1.51256,1.21933,1.54451,0.43147,0.28622,0.78833,0.00877,0.00016,2.02882,1.33578,0.01632,0.03328,239
0.17333,2.03397,0.04362,2.3048,1.27771,1.09279,1.56701,1.6226,2.47604,1.76901,1.13357,0.64597,0.22403,0.72077,0.07757,0.00123,1.58048,1.79535,0.1428,0.04711,240
0.0812,1.05914,0.35813,1.2948,0.76188,1.39712,0.43288,2.19158,1.61964,1.54524,1.23806,0.56918,0.31653,0.60106,0.00553,0.00092,1.04486,1.4931,0.09375,0.0321,241
0.06723,1.64574,0.03859,2.44404,1.09094,1.56205,0.28208,2.17181,1.88481,0.79179,1.41819,0.47029,0.20928,0.73515,0.00016,0.00134,1.95079,0.79283,0.01395,0.04385,242
0.05306,1.98408,0.01073,2.38122,1.56277,2.08276,0.2874,2.26633,2.23776,1.904,1.07813,0.61653,0.20293,0.57033,0.0,0.00512,2.33029,2.30499,0.0929,0.03293,243
0.12438,1.99254,0.05885,2.15411,1.6625,1.82671,0.27867,1.80834,0.92903,1.14576,1.28818,0.4484,0.00564,0.85064,0.01301,0.0001,1.81282,0.6061,0.00013,0.06417,244
0.23747,1.3917,0.01553,1.52942,1.26803,1.09594,0.65933,1.27831,1.29176,1.60374,0.95289,0.61458,0.09281,0.68768,0.03585,0.01109,1.75635,1.86036,0.08932,0.03147,245
0.17325,1.95371,0.0504,2.48267,1.45255,1.19257,1.02388,2.56157,2.5616,1.19895,1.16584,0.49186,0.03594,0.72949,1e-05,0.00092,2.06098,0.87099,0.00473,0.04853,246
0.32878,1.66542,0.01209,2.58162,1.63911,1.79031,0.4805,1.42718,1.754,1.63789,1.388,0.51766,0.28947,0.67459,0.00163,0.00056,2.69675,2.12935,0.05707,0.04575,247
0.14963,1.716,0.00036,1.70749,1.46308,1.67656,0.52543,1.85083,1.30791,1.02458,1.66597,0.40919,0.33207,0.81712,0.00479,7e-05,2.12424,0.69321,0.00078,0.01272,248
0.12578,2.29022,0.00053,2.03341,1.20447,1.07548,2.26272,1.27635,2.54155,1.74224,1.22621,0.59146,0.30829,0.63059,0.001,0.02121,1.58819,1.86476,0.04393,0.00732,249
0.35335,1.05132,0.00697,1.69564,0.54942,1.61527,0.26979,1.60032,1.98938,0.49964,1.18758,0.48677,0.00308,0.77729,0.0,1e-05,1.32232,0.92933,0.00209,0.01317,250
0.07419,2.21972,0.44948,2.34535,1.66553,1.07049,0.53792,1.81591,1.17391,0.92528,1.2395,0.53916,0.28413,0.63757,0.00022,0.00289,1.89196,0.6118,0.04731,0.02475,251
0.10158,1.05761,0.00014,1.25993,0.73447,0.92792,0.84798,1.78036,2.2206,1.71442,0.8757,0.60376,0.0032,0.58579,0.00088,0.00238,1.24152,2.37326,0.09083,0.03294,252
0.20493,1.7558,0.16298,2.13432,1.39759,1.14511,1.2505,1.88018,2.40468,1.83194,1.13159,0.51877,0.04633,0.73905,0.00301,0.0144,1.81862,1.82477,0.02357,0.03952,253
0.31396,0.94703,0.05302,1.52437,1.00669,1.01215,0.27033,2.02653,1.91441,1.5251,1.57235,0.51654,0.55068,0.81372,0.04404,0.04029,1.75097,2.04485,0.00581,0.05762,254
0.05002,1.5087,0.00018,1.81601,1.04791,1.96171,0.05239,1.69139,1.76374,1.36289,0.95998,0.64534,0.00086,0.57385,0.00696,0.00509,1.71919,2.01921,0.09204,0.01798,255
0.05454,1.96386,0.07185,2.16265,1.68666,1.85886,0.67879,1.66908,1.85416,1.78947,1.05605,0.51431,0.01039,0.71018,0.00459,0.00202,2.45033,2.04899,0.03446,0.01273,256
0.33698,1.1321,0.18585,1.87492,1.14718,0.65511,0.83687,2.13574,2.38862,1.42463,1.36124,0.45741,0.0818,0.65663,0.01697,0.00109,1.8526,1.91764,0.1149,0.07229,257
0.15523,1.38458,0.00091,1.39329,1.1781,1.67239,0.79112,1.69683,1.70475,1.93289,1.25876,0.42924,0.00032,0.86497,0.02598,1e-05,1.53369,1.84822,0.03705,0.03792,258
0.18726,2.20668,0.09657,2.53252,1.19812,1.39369,1.40992,1.46443,2.07107,1.29011,1.32769,0.45581,0.04778,0.83338,0.01299,9e-05,1.36192,0.95,0.00567,0.0569,259
0.17982,1.02117,0.0106,1.77318,0.75983,0.90275,0.00636,2.12134,1.20545,0.31391,1.20286,0.47683,0.08315,0.7603,7e-05,0.00169,1.61759,0.28886,0.00246,0.06824,260
0.06472,1.44965,0.00047,1.6342,1.03344,1.07501,0.98869,1.57304,1.62184,1.28315,1.45856,0.36905,0.01066,0.7834,0.0002,0.00019,1.40985,1.09786,0.00721,0.06101,261
0.11053,1.10714,0.01665,2.1645,0.92376,1.74225,0.09336,2.01291,1.86142,1.00789,1.47877,0.40925,0.08931,0.66997,0.00461,0.00575,2.22212,1.59028,0.06974,0.07602,262
0.25548,1.77422,2e-05,2.07307,1.24979,2.09321,0.74273,1.60902,1.96684,1.1816,1.36888,0.40666,0.02199,0.88497,0.02772,0.00033,1.9698,1.18434,0.00097,0.00827,263
